msg_id,timestamp_recv,msg_size_bytes
0,1745256384.6731236,800
1,1745256384.6826859,800
2,1745256384.6872778,800
3,1745256384.6892896,800
4,1745256384.691925,800
5,1745256384.700075,800
6,1745256384.7070682,800
7,1745256384.7106795,800
8,1745256384.7127523,14480
9,1745256384.7128823,28960
10,1745256384.71291,18824
11,1745256384.7129416,26064
12,1745256384.7129538,13032
13,1745256384.7130523,64128
14,1745256384.7132058,65160
15,1745256384.7132523,38680
16,1745256384.7133071,72400
17,1745256384.7133522,55024
18,1745256384.7134256,63712
19,1745256384.7134717,63712
20,1745256384.7134972,37648
21,1745256384.7135322,57920
22,1745256384.713569,63712
23,1745256384.7137265,316544
24,1745256384.7228029,65160
25,1745256384.7228515,65160
26,1745256384.72292,65160
27,1745256384.7229655,65160
28,1745256384.7230136,60816
29,1745256384.7230685,65160
30,1745256384.723114,65160
31,1745256384.72316,65160
32,1745256384.7232265,65160
33,1745256384.7232692,65160
34,1745256384.723325,65160
35,1745256384.7233746,65160
36,1745256384.7234292,65160
37,1745256384.7234743,65160
38,1745256384.7235994,92104
39,1745256384.730687,800
40,1745256384.7368634,800
41,1745256384.753797,1448
42,1745256384.7538564,152
43,1745256384.757446,800
44,1745256384.7593162,800
45,1745256384.767296,65160
46,1745256384.767333,65160
47,1745256384.7673638,65160
48,1745256384.7674131,65160
49,1745256384.7674632,65160
50,1745256384.7675266,65160
51,1745256384.7675653,65160
52,1745256384.7676187,44888
53,1745256384.7678084,389512
54,1745256384.7680006,109480
55,1745256384.7725606,800
56,1745256384.7747085,800
57,1745256384.7775555,65160
58,1745256384.777596,65160
59,1745256384.7776496,65160
60,1745256384.777684,65160
61,1745256384.7777362,65160
62,1745256384.7778091,82536
63,1745256384.7778502,65160
64,1745256384.7779188,72400
65,1745256384.7779648,68056
66,1745256384.7780054,65160
67,1745256384.778027,4344
68,1745256384.7780585,65160
69,1745256384.7781408,89776
70,1745256384.7781973,65160
71,1745256384.7782838,96448
72,1745256384.7881598,130320
73,1745256384.7881968,65160
74,1745256384.788251,65160
75,1745256384.7882912,65160
76,1745256384.7883391,65160
77,1745256384.7883978,68056
78,1745256384.788428,65160
79,1745256384.788446,2896
80,1745256384.7884984,65160
81,1745256384.7885432,65160
82,1745256384.7885854,65160
83,1745256384.788629,65160
84,1745256384.7886572,65160
85,1745256384.7886777,65160
86,1745256384.7887342,81968
87,1745256384.7944975,65160
88,1745256384.7945573,65160
89,1745256384.7946043,65160
90,1745256384.7946486,65160
91,1745256384.7947319,65160
92,1745256384.794763,65160
93,1745256384.7948084,65160
94,1745256384.794851,53576
95,1745256384.7949052,65160
96,1745256384.7949624,68056
97,1745256384.7950208,65160
98,1745256384.795071,65160
99,1745256384.7951198,65160
100,1745256384.7951665,65160
101,1745256384.7952304,65160
102,1745256384.7952566,31288
103,1745256384.8009973,800
104,1745256384.8106532,800
105,1745256384.8195155,65160
106,1745256384.8195522,65160
107,1745256384.8195858,65160
108,1745256384.819629,65160
109,1745256384.8196797,65160
110,1745256384.8197415,65160
111,1745256384.8197823,65160
112,1745256384.8198636,101360
113,1745256384.8199077,70952
114,1745256384.8199422,65160
115,1745256384.8199584,2896
