msg_id,timestamp_recv,msg_size_bytes
0,1745256254.6674068,800
1,1745256254.671352,14480
2,1745256254.6714792,28960
3,1745256254.6715019,18824
4,1745256254.6715543,39096
5,1745256254.671575,25032
6,1745256254.671588,14480
7,1745256254.6716194,24616
8,1745256254.671666,39512
9,1745256254.6717005,24616
10,1745256254.6717634,65160
11,1745256254.6718342,52744
12,1745256254.6719246,112944
13,1745256254.671968,63712
14,1745256254.6720839,137560
15,1745256254.6721427,85432
16,1745256254.6721647,33304
17,1745256254.6723735,219528
18,1745256254.6795933,65160
19,1745256254.679646,65160
20,1745256254.6797028,65160
21,1745256254.679764,85432
22,1745256254.6798089,65160
23,1745256254.67988,65160
24,1745256254.6799295,65160
25,1745256254.6799726,65160
26,1745256254.6800215,65160
27,1745256254.6800742,65160
28,1745256254.6801205,65160
29,1745256254.680181,65160
30,1745256254.680233,65160
31,1745256254.6804225,132648
32,1745256254.6895685,65160
33,1745256254.6896052,65160
34,1745256254.6896563,65160
35,1745256254.6896958,65160
36,1745256254.6897445,65160
37,1745256254.6897519,4344
38,1745256254.689804,65160
39,1745256254.689846,65160
40,1745256254.6899042,65160
41,1745256254.6899502,65160
42,1745256254.6899986,65160
43,1745256254.6900406,65160
44,1745256254.6900878,65160
45,1745256254.6901438,65160
46,1745256254.6901858,65160
47,1745256254.6902947,83416
48,1745256254.6952727,800
49,1745256254.701755,800
50,1745256254.717559,1448
51,1745256254.7176938,152
52,1745256254.7237356,800
53,1745256254.728307,800
54,1745256254.7347982,1448
55,1745256254.7348995,152
56,1745256254.7382863,800
57,1745256254.7441552,800
58,1745256254.760993,1448
59,1745256254.7610946,152
60,1745256254.7665565,130320
61,1745256254.766624,130320
62,1745256254.7666736,65160
63,1745256254.7667255,120184
64,1745256254.7667682,65160
65,1745256254.7667875,7240
66,1745256254.766877,130320
67,1745256254.7669172,73848
68,1745256254.766955,65160
69,1745256254.7669904,60816
70,1745256254.767047,76744
71,1745256254.7671347,74728
72,1745256254.7715423,800
73,1745256254.7771623,800
74,1745256254.7838447,65160
75,1745256254.7838812,65160
76,1745256254.7839131,65160
77,1745256254.7839622,65160
78,1745256254.7840235,65160
79,1745256254.7840996,104256
80,1745256254.7841392,65160
81,1745256254.784163,4344
82,1745256254.7841957,65160
83,1745256254.7842908,83984
84,1745256254.7843146,52128
85,1745256254.7843225,4344
86,1745256254.7843776,65160
87,1745256254.7843993,2896
88,1745256254.7844307,65160
89,1745256254.784468,43440
90,1745256254.784529,65160
91,1745256254.7845614,53008
92,1745256254.7869053,800
93,1745256254.79357,65160
94,1745256254.7936068,65160
95,1745256254.793657,65160
96,1745256254.7936988,65160
97,1745256254.7937455,65160
98,1745256254.793791,65160
99,1745256254.7938333,65160
100,1745256254.7938573,24616
101,1745256254.7939355,68056
102,1745256254.7939782,69504
103,1745256254.7940102,65160
104,1745256254.794061,65160
105,1745256254.7941031,65160
106,1745256254.794163,65160
107,1745256254.7942197,65160
108,1745256254.794267,55904
109,1745256254.800563,65160
110,1745256254.8006237,65160
111,1745256254.800707,65160
112,1745256254.8007314,65160
113,1745256254.800785,65160
114,1745256254.8008358,65160
115,1745256254.800881,65160
116,1745256254.8009307,65160
117,1745256254.8009582,10136
118,1745256254.8010097,65160
119,1745256254.8010595,65160
120,1745256254.8011193,70952
121,1745256254.8011618,65160
122,1745256254.801213,65160
123,1745256254.8012695,63712
124,1745256254.801349,73280
125,1745256254.806175,800
126,1745256254.8095517,800
127,1745256254.8127203,65160
128,1745256254.8127577,65160
129,1745256254.8128023,65160
130,1745256254.812842,65160
131,1745256254.8129108,65160
132,1745256254.8129563,65160
133,1745256254.8129992,65160
134,1745256254.8130493,65160
135,1745256254.8130891,57920
136,1745256254.8131354,65160
137,1745256254.8132298,73848
138,1745256254.8133159,133216
139,1745256254.813354,68056
140,1745256254.81344,80520
141,1745256254.8189034,800
142,1745256254.826422,800
143,1745256254.835693,1448
144,1745256254.8358328,152
145,1745256254.8383837,130320
146,1745256254.8384712,195480
147,1745256254.8385298,65160
148,1745256254.8385696,65160
149,1745256254.8386073,65160
150,1745256254.8386645,110048
151,1745256254.8387163,65160
152,1745256254.8387723,65160
153,1745256254.8388124,70952
154,1745256254.8388517,65160
155,1745256254.8389392,102240
156,1745256254.8440604,65160
157,1745256254.8441515,195480
158,1745256254.8441932,65160
159,1745256254.8442528,65160
160,1745256254.844297,72400
161,1745256254.8443263,57920
162,1745256254.8443656,65160
163,1745256254.8444176,94120
164,1745256254.844457,65160
165,1745256254.8445144,69504
166,1745256254.844573,65160
167,1745256254.8446383,65160
168,1745256254.8446586,54456
169,1745256254.8481848,195480
170,1745256254.848226,65160
171,1745256254.8483047,130320
172,1745256254.8483458,65160
173,1745256254.848385,65160
174,1745256254.8484237,65160
175,1745256254.848498,65160
176,1745256254.8485355,79640
177,1745256254.84858,65160
178,1745256254.848643,130320
179,1745256254.8486779,73280
180,1745256254.8534696,800
181,1745256254.8571448,800
