msg_id,timestamp_send,timestamp_recv,rtt_us,msg_size_bytes,success
0,1745255994.6522386,1745255994.6522465,7.8678131103515625,800,1
1,1745255994.6578827,1745255994.6578908,8.106231689453125,800,1
2,1745255994.6610773,1745255994.6610844,7.152557373046875,800,1
3,1745255994.6656175,1745255994.665625,7.62939453125,800,1
4,1745255994.6757526,1745255994.6761813,428.6766052246094,1000000,1
5,1745255994.6843162,1745255994.6843252,9.059906005859375,800,1
6,1745255994.6900556,1745255994.6900637,8.106231689453125,800,1
7,1745255994.6986952,1745255994.6987028,7.62939453125,800,1
8,1745255994.7071512,1745255994.707158,6.9141387939453125,800,1
9,1745255994.7142863,1745255994.7142935,7.152557373046875,800,1
10,1745255994.7189593,1745255994.7190936,134.2296600341797,1000000,1
11,1745255994.721805,1745255994.7218122,7.152557373046875,800,1
12,1745255994.7255883,1745255994.7255957,7.3909759521484375,800,1
13,1745255994.7354772,1745255994.7354798,2.6226043701171875,800,1
14,1745255994.7401118,1745255994.7401195,7.62939453125,800,1
15,1745255994.748928,1745255994.748935,6.9141387939453125,800,1
16,1745255994.7564876,1745255994.7566245,136.85226440429688,1000000,1
17,1745255994.75824,1745255994.7582479,7.8678131103515625,800,1
18,1745255994.7622914,1745255994.7622988,7.3909759521484375,800,1
19,1745255994.7642832,1745255994.7644355,152.34947204589844,1000000,1
20,1745255994.7669542,1745255994.7669616,7.3909759521484375,800,1
21,1745255994.7714574,1745255994.771465,7.62939453125,800,1
22,1745255994.7727842,1745255994.7727866,2.384185791015625,800,1
23,1745255994.7777407,1745255994.7777474,6.67572021484375,800,1
24,1745255994.7866054,1745255994.7866123,6.9141387939453125,800,1
25,1745255994.792073,1745255994.7920809,7.8678131103515625,800,1
26,1745255994.7985156,1745255994.7985206,5.0067901611328125,800,1
27,1745255994.8061554,1745255994.806167,11.444091796875,800,1
28,1745255994.8131378,1745255994.8132842,146.38900756835938,1000000,1
29,1745255994.8230317,1745255994.82304,8.344650268554688,800,1
30,1745255994.8309343,1745255994.8309424,8.106231689453125,800,1
31,1745255994.8381429,1745255994.8381455,2.6226043701171875,800,1
32,1745255994.841944,1745255994.8419514,7.3909759521484375,800,1
33,1745255994.8519015,1745255994.8519087,7.152557373046875,800,1
34,1745255994.8595161,1745255994.859523,6.9141387939453125,800,1
35,1745255994.86872,1745255994.8688822,162.1246337890625,1000000,1
36,1745255994.8788345,1745255994.8788428,8.344650268554688,800,1
37,1745255994.880518,1745255994.8805254,7.3909759521484375,800,1
38,1745255994.8842454,1745255994.884248,2.6226043701171875,800,1
39,1745255994.8863184,1745255994.886326,7.62939453125,800,1
40,1745255994.8963006,1745255994.8964813,180.72128295898438,1000000,1
41,1745255994.901601,1745255994.9016094,8.344650268554688,800,1
42,1745255994.9093118,1745255994.909319,7.152557373046875,800,1
43,1745255994.9179454,1745255994.9181237,178.33709716796875,1000000,1
44,1745255994.9234867,1745255994.9234946,7.8678131103515625,800,1
45,1745255994.9272995,1745255994.9273062,6.67572021484375,800,1
46,1745255994.934363,1745255994.9343655,2.6226043701171875,800,1
47,1745255994.9380581,1745255994.9380658,7.62939453125,800,1
48,1745255994.9453478,1745255994.9453545,6.67572021484375,800,1
49,1745255994.9545324,1745255994.954539,6.67572021484375,800,1
50,1745255994.9574156,1745255994.957418,2.384185791015625,800,1
51,1745255994.9600825,1745255994.9600892,6.67572021484375,800,1
52,1745255994.9632826,1745255994.9632888,6.198883056640625,800,1
53,1745255994.9723456,1745255994.9723523,6.67572021484375,800,1
54,1745255994.9740505,1745255994.9740531,2.6226043701171875,800,1
55,1745255994.9765196,1745255994.9765272,7.62939453125,800,1
56,1745255994.9818327,1745255994.98199,157.35626220703125,1000000,1
57,1745255994.984233,1745255994.98424,7.152557373046875,800,1
58,1745255994.9905987,1745255994.9906058,7.152557373046875,800,1
59,1745255994.9923716,1745255994.9923737,2.1457672119140625,800,1
60,1745255994.9944777,1745255994.9944844,6.67572021484375,800,1
61,1745255994.999947,1745255995.0001225,175.47607421875,1000000,1
62,1745255995.009016,1745255995.009168,151.8726348876953,1000000,1
63,1745255995.0150726,1745255995.015081,8.344650268554688,800,1
64,1745255995.0178542,1745255995.018009,154.73365783691406,1000000,1
65,1745255995.0232801,1745255995.023449,168.80035400390625,1000000,1
66,1745255995.0327046,1745255995.0327134,8.821487426757812,800,1
67,1745255995.037732,1745255995.0377395,7.62939453125,800,1
68,1745255995.0431855,1745255995.0431879,2.384185791015625,800,1
69,1745255995.0522907,1745255995.0522985,7.8678131103515625,800,1
70,1745255995.0597882,1745255995.059954,165.70091247558594,1000000,1
71,1745255995.0650518,1745255995.0650597,7.8678131103515625,800,1
72,1745255995.0745022,1745255995.0745099,7.62939453125,800,1
73,1745255995.076031,1745255995.0760336,2.6226043701171875,800,1
74,1745255995.0857341,1745255995.085902,167.8466796875,1000000,1
75,1745255995.0928483,1745255995.0928552,6.9141387939453125,800,1
76,1745255995.0956452,1745255995.0956519,6.67572021484375,800,1
77,1745255995.103194,1745255995.1031966,2.6226043701171875,800,1
78,1745255995.1070652,1745255995.107241,175.71449279785156,1000000,1
79,1745255995.108961,1745255995.1089687,7.62939453125,800,1
80,1745255995.1115916,1745255995.1117735,181.9133758544922,1000000,1
81,1745255995.116597,1745255995.116605,8.106231689453125,800,1
82,1745255995.1203947,1745255995.1204016,6.9141387939453125,800,1
83,1745255995.1271615,1745255995.1271641,2.6226043701171875,800,1
84,1745255995.1364615,1745255995.136647,185.48965454101562,1000000,1
85,1745255995.1396945,1745255995.1397018,7.3909759521484375,800,1
86,1745255995.1443515,1745255995.1443586,7.152557373046875,800,1
87,1745255995.1538928,1745255995.1538956,2.86102294921875,800,1
88,1745255995.155984,1745255995.1561744,190.49644470214844,1000000,1
89,1745255995.1647913,1745255995.1647992,7.8678131103515625,800,1
90,1745255995.1660132,1745255995.1662195,206.23207092285156,1000000,1
91,1745255995.169933,1745255995.1699412,8.106231689453125,800,1
92,1745255995.174741,1745255995.1747475,6.4373016357421875,800,1
93,1745255995.1818838,1745255995.1818886,4.76837158203125,800,1
94,1745255995.1895862,1745255995.1897907,204.56314086914062,1000000,1
95,1745255995.1947289,1745255995.194738,9.059906005859375,800,1
96,1745255995.2017286,1745255995.2017365,7.8678131103515625,800,1
97,1745255995.2103693,1745255995.2103717,2.384185791015625,800,1
98,1745255995.2195349,1745255995.219543,8.106231689453125,800,1
99,1745255995.2230356,1745255995.223043,7.3909759521484375,800,1
100,1745255995.230361,1745255995.2305493,188.35067749023438,1000000,1
101,1745255995.2389321,1745255995.2390897,157.5946807861328,1000000,1
102,1745255995.2417638,1745255995.2417722,8.344650268554688,800,1
103,1745255995.2515545,1745255995.2515624,7.8678131103515625,800,1
104,1745255995.258647,1745255995.2586496,2.6226043701171875,800,1
105,1745255995.2653122,1745255995.265319,6.9141387939453125,800,1
106,1745255995.2742302,1745255995.2742372,6.9141387939453125,800,1
107,1745255995.2810054,1745255995.281012,6.67572021484375,800,1
108,1745255995.2864034,1745255995.2864056,2.1457672119140625,800,1
109,1745255995.2876837,1745255995.2876906,6.9141387939453125,800,1
110,1745255995.2950242,1745255995.2950315,7.3909759521484375,800,1
111,1745255995.298954,1745255995.2989607,6.67572021484375,800,1
112,1745255995.3075643,1745255995.307567,2.6226043701171875,800,1
113,1745255995.3174517,1745255995.3174589,7.152557373046875,800,1
114,1745255995.32482,1745255995.3248272,7.152557373046875,800,1
115,1745255995.3261175,1745255995.326124,6.4373016357421875,800,1
116,1745255995.3352199,1745255995.3352225,2.6226043701171875,800,1
117,1745255995.3446214,1745255995.344629,7.62939453125,800,1
118,1745255995.351124,1745255995.3511312,7.152557373046875,800,1
119,1745255995.3584816,1745255995.358489,7.3909759521484375,800,1
120,1745255995.3655124,1745255995.3655176,5.245208740234375,800,1
